130.484,131.495,128.8817,135.092,128.3223,130.487,127.0506,139.9718,137.3665,128.5341,135.5398,120.7578,128.7101,147.0314,154.2533,154.83,157.8114,147.7418,136.3748,132.5018,131.0856,120.1655,121.9824,122.2454,104.999,82.4706,60.6679,49.245,39.6474,35.7418,29.8197,28.3301,34.19,31.058,34.4092,39.2388,40.7846,37.5296,43.5024,36.8056,32.5236,25.6823,26.8646,25.9026,30.9856,27.027,24.0486,27.4666,36.5718,47.7193,54.9894,65.8289,76.2348,84.1893,91.423,93.2303,104.2249,98.6406,101.4588,102.3165,106.3808,116.9171,130.8162,138.679,138.9937,130.3719,125.2955,121.6799,109.2896,99.0295,108.7289,117.9218,118.0462,122.7216,129.8403,139.6821,144.5804,136.8472,134.0122,122.8033,126.9637,131.1756,125.744,127.772,128.8013,130.3064,130.3181,132.4385,138.013,129.0368,127.8776,133.9786
131.9763,133.4624,131.4227,136.8417,129.8578,130.6196,128.2494,138.0408,138.5712,132.5107,133.2932,121.4031,130.9488,149.2902,157.0704,158.0583,161.1368,148.5231,135.7586,131.5783,129.0732,116.2843,114.0926,110.8442,92.8248,70.891,49.7156,39.9857,33.0006,30.3676,24.5836,23.1038,28.2923,26.4418,29.0325,34.3948,38.5483,36.1556,42.8842,37.829,34.8923,27.9002,28.1034,26.0081,29.1555,23.9953,20.1283,23.2621,29.5862,36.9644,42.3206,53.0301,62.5553,66.1804,71.4072,73.8081,85.9507,80.2335,83.4795,88.33,94.0898,104.9721,118.0653,128.377,131.6759,126.5373,122.6539,121.439,112.6381,102.9087,109.4912,117.8081,119.7461,121.8313,126.1382,131.3973,135.3725,130.8005,131.8074,124.0876,127.4022,131.3569,127.4951,129.2085,130.3579,130.9634,128.0849,128.5105,130.4021,125.2386,125.7446,130.5836
133.5089,135.1896,135.0047,139.4926,132.7687,132.2263,131.9479,138.6768,142.7858,139.6762,133.2954,127.4755,137.8637,153.2121,159.7555,159.537,161.6634,145.8098,131.4495,126.061,121.466,107.0767,100.8269,93.8544,75.4036,55.9537,37.7154,31.732,28.8499,28.2299,22.1396,19.9906,24.7022,23.7471,24.1205,29.2558,36.0393,34.4022,42.3302,39.3282,37.5098,31.1042,30.3565,26.1895,27.5385,21.6386,18.1517,21.9146,24.6982,26.9654,29.683,39.4816,47.6017,44.856,47.3709,50.9903,62.6069,57.0584,60.5105,70.0362,77.7931,88.056,98.9298,111.847,118.8486,118.6206,116.7663,119.155,116.0353,108.7557,112.0531,118.0707,121.7765,121.4834,122.2912,121.8461,124.7636,125.0967,131.3679,127.2573,128.7101,131.8674,129.7509,130.6509,131.5468,131.4556,126.1844,124.847,123.2748,122.126,125.5529,128.3481
136.3986,136.3415,136.6462,138.7228,133.0546,131.4272,133.6064,139.6846,144.9607,143.6201,134.1815,136.2182,145.7916,155.016,159.2326,157.0625,157.6738,138.9127,123.1248,115.7468,108.0314,93.1326,84.8327,76.4404,58.2166,43.3799,30.2747,28.5252,28.9088,30.4007,23.9591,20.6813,25.0279,24.2407,22.0245,25.8161,32.6947,31.6329,39.7315,38.0941,36.9003,31.6359,29.6559,24.9676,26.2402,20.9499,19.4843,24.717,24.7452,22.5056,22.4231,29.7625,36.0692,29.4036,29.5123,34.2231,43.3609,38.7018,41.7669,54.2376,62.0077,71.3496,79.7846,93.5515,103.5417,108.5424,108.9085,115.2264,117.502,115.3703,117.3096,118.294,122.0421,121.0743,118.3074,113.9886,116.7127,120.1947,130.4028,127.2,126.6599,129.3762,127.8688,129.4988,130.8095,132.8289,128.5744,126.4176,123.0032,124.0791,130.7126,131.4201
137.8917,134.8777,134.5728,134.19,131.8922,130.4922,136.605,145.6047,151.3436,149.7394,133.9457,141.1578,144.6918,144.9768,145.8819,141.6204,140.0133,123.8284,111.1061,101.4769,91.0337,78.775,72.2125,64.6682,47.7865,39.8242,33.7377,36.0113,37.8763,40.2248,31.3606,25.4633,30.1217,29.3099,23.5339,24.1192,28.1542,27.9199,36.0112,34.9033,33.6347,30.5022,26.6948,21.3781,23.9848,20.3522,23.6372,32.2657,30.6879,24.0089,21.4331,25.5474,29.3928,18.6901,16.3416,21.4909,24.4639,20.9332,22.5157,35.9672,42.4905,48.0259,52.0513,63.5209,74.455,84.5055,87.1254,97.9034,106.0825,114.0094,119.0182,116.9512,122.3696,123.2178,117.5049,109.9999,113.7747,119.6613,133.123,126.8015,122.8005,123.9274,120.6432,123.7148,125.1425,132.4307,132.8347,131.8896,126.8339,127.3556,138.4584,136.3763
137.6813,133.5255,133.5558,132.7982,132.6337,131.9661,139.4766,149.369,155.2486,152.5394,134.3733,141.544,139.0714,132.8295,130.2628,123.3722,119.6141,107.0296,97.8885,87.1431,76.5936,67.713,63.7845,57.7225,42.706,38.8995,36.7218,41.1459,43.9153,46.9308,36.2925,28.6207,34.2946,32.9498,25.0873,23.845,26.3942,25.9813,34.2576,33.0636,30.7668,29.7164,26.3051,19.6177,23.1814,20.6758,26.7424,37.261,35.5989,27.8187,24.8733,27.3265,30.041,17.285,14.2685,19.6047,17.9596,14.9507,15.4359,27.8067,33.2696,36.0151,36.9535,46.0346,55.953,66.5767,70.258,82.7457,92.9178,106.0215,114.3168,112.7695,119.4353,122.9935,117.9224,110.3154,114.696,121.559,135.4307,127.1088,121.9251,122.2762,117.7759,121.0948,121.9949,131.7949,135.6953,135.7172,131.1267,130.2981,142.7457,139.3616
134.0238,131.124,132.0666,132.8484,133.5033,133.6885,140.0036,146.5014,155.19,154.0415,139.2418,138.7949,128.8908,117.7482,110.8145,100.2919,93.97,85.0971,79.808,69.2663,62.1426,58.0773,56.0675,50.2806,37.9431,35.3224,33.2304,37.5467,41.9437,46.6749,35.553,27.5971,35.0926,33.6871,26.0845,25.6988,29.9978,29.2509,37.8593,36.1428,31.8556,32.6046,31.037,20.8557,23.8126,21.4066,27.1528,36.8872,36.3734,30.8017,29.709,32.3936,35.2598,21.7533,19.6083,24.8048,20.2027,17.3101,17.1147,27.2309,32.0683,33.4542,32.7702,39.7294,47.3418,53.9363,57.854,69.4065,77.5246,90.1057,101.8976,105.6697,113.4311,120.5877,119.3486,112.9168,116.6255,122.4489,133.4839,125.0963,121.6421,122.5672,117.8143,120.4685,120.2617,129.4184,135.1057,134.5752,131.2614,130.2352,140.8687,138.2153
127.5458,128.5672,133.3698,138.4321,138.8111,139.9113,142.2883,140.7951,152.9443,151.9472,141.1256,128.7743,110.3103,94.8597,81.8416,65.8062,56.2183,53.4884,54.0885,44.687,43.9365,45.6659,45.749,40.0712,31.7924,29.0317,25.2536,29.5642,37.0071,43.996,32.6471,24.7135,34.7116,32.3634,25.129,26.6557,35.3792,32.6884,42.6958,40.6382,33.2367,36.6785,40.1896,24.0688,25.1361,21.9454,25.3358,33.1168,34.1765,32.7998,35.3025,39.6394,43.3684,28.0247,27.7176,33.1257,26.777,23.0862,22.669,29.4188,34.8217,35.0898,32.3385,37.6129,41.1625,39.3,42.9268,51.5903,55.22,62.3236,76.5397,89.8292,99.6015,111.4167,118.4227,115.3449,117.3921,123.447,130.5106,125.701,126.1511,128.1835,124.9323,124.3859,121.6352,125.8711,130.8154,128.4476,126.8919,125.815,131.3541,129.8543
124.8851,127.2967,134.3441,141.1106,141.0982,141.9391,141.0074,135.6651,145.9022,141.0625,133.1584,117.3932,95.6294,78.1256,62.3028,43.861,33.2785,35.5676,40.1169,31.2756,33.1864,36.85,38.7949,35.1468,29.4367,27.6171,24.0978,29.3299,37.6834,45.143,34.0298,25.9252,36.2534,31.9971,24.2432,25.676,35.0224,29.9998,40.3185,38.0098,29.0228,34.1148,41.1824,23.7865,24.6839,21.5457,23.7961,31.1243,33.2023,34.2931,38.5312,43.0098,46.7302,32.0567,32.8056,38.4882,32.3571,28.0231,27.6755,31.7079,36.784,37.0014,33.0582,37.1211,37.6815,30.7661,34.0148,40.8359,41.4686,45.1857,59.2998,74.9391,84.8485,99.7247,112.3409,113.6865,115.421,121.8898,126.8673,124.7512,127.7994,130.8995,129.0726,126.925,123.0872,124.7251,129.2862,125.6578,124.1244,121.6163,123.0835,121.472
124.4761,127.5927,135.3377,142.5088,141.196,141.0088,136.7321,127.0653,134.5589,126.5846,119.5906,102.94,82.8306,67.1084,51.9762,33.6176,23.5133,27.8079,33.7394,26.0956,29.7922,33.2911,35.3857,33.2466,29.1039,27.2102,22.9733,28.3791,37.1056,44.9335,34.6851,26.9877,37.2796,32.0514,24.6534,26.376,36.6723,29.695,39.7642,37.8912,28.6372,34.6319,45.2413,28.8041,29.1932,25.3474,25.4467,31.4443,33.0931,35.3746,40.2383,44.5604,48.3843,34.904,36.2757,41.914,38.1575,33.1089,33.1423,35.5802,39.9885,41.4456,37.4624,41.4777,40.3308,30.1593,32.5929,37.9763,35.8348,35.1168,46.494,62.5618,72.1237,86.7313,102.4991,107.3712,108.7672,115.6555,119.5635,121.4835,127.2151,131.6033,131.7606,128.7388,124.8119,124.0394,126.8856,122.9604,122.9526,120.7235,118.4457,116.9183
