131.01,128.2909,126.5119,131.6897,130.1088,133.2939,129.3201,139.5972,126.5466,120.7002,133.6719,123.6957,133.4959,139.9302,139.1517,139.7061,142.0928,146.1342,142.9177,142.4674,141.8172,128.5565,125.4873,121.7983,103.7312,76.3335,52.0257,41.4467,33.8042,34.8481,31.9751,31.1298,34.9269,29.3906,30.6545,37.8145,38.8097,34.6718,37.9723,32.6275,30.2455,24.2679,29.328,26.3892,35.2492,37.0289,31.5886,32.2792,43.4005,55.433,59.2502,65.5533,71.4165,81.5528,93.4683,94.5705,101.9154,94.305,100.1112,98.2348,105.5326,117.8703,136.8329,140.9348,136.5809,126.2962,126.6081,127.3628,120.6385,112.811,118.9246,125.672,121.8106,126.8787,133.8536,143.7205,148.2111,137.5857,135.3056,127.5705,132.0441,133.0384,125.9824,127.0139,127.6473,130.6137,127.4994,128.3766,134.1712,131.8339,124.1688,130.9788
132.1216,129.5967,128.0821,132.3412,130.5889,133.0672,130.0773,139.7406,130.7758,127.011,131.3346,124.5971,135.4052,140.7174,140.221,141.1954,144.0757,145.0492,140.6732,141.015,140.4953,126.8846,118.5168,110.3114,91.7153,64.8247,41.2138,32.2676,27.9324,31.0165,27.264,25.6175,27.8275,23.7741,23.8357,31.4425,35.3312,32.7069,37.4504,33.474,32.4878,25.8603,30.3599,26.2853,33.2364,32.9782,27.2118,29.3066,37.675,45.4152,46.9474,53.6323,58.28,62.5114,72.8219,74.3905,82.1959,74.989,81.259,83.3814,93.073,106.3637,125.8405,132.3803,131.8131,124.8621,126.3654,129.3552,124.7104,116.3386,119.5183,125.9521,123.0277,124.968,127.8864,132.8684,137.5855,132.2139,134.8567,129.1386,131.9109,132.1645,126.4243,127.4065,128.4011,130.9158,124.717,123.8297,126.1275,128.9534,123.143,128.7996
133.2918,130.5555,131.0181,134.567,132.8233,134.2461,131.4154,141.5988,138.5654,135.892,131.1186,132.9976,143.149,141.2361,137.8916,137.1528,139.4605,137.5105,132.9751,135.1229,136.2628,125.4489,109.7742,93.5614,74.5166,49.7217,29.1461,24.0047,25.9965,33.2242,26.4034,21.3916,21.3855,18.4089,14.8077,21.8581,30.6245,30.4214,36.9484,35.2167,35.832,28.0499,32.5226,25.9557,30.2327,28.5138,23.8029,29.8104,34.852,37.5,36.2697,43.0989,47.2975,40.1538,47.8876,51.2269,55.8686,48.871,54.6232,62.6041,76.1015,90.3704,109.5794,118.996,122.0901,119.8468,124.5351,131.9767,131.7308,125.514,124.3611,128.1489,125.3067,123.1367,120.4873,119.1684,123.4811,125.8811,135.8229,131.3122,132.0057,132.5542,128.5924,128.9189,129.7796,132.2679,122.5599,119.7068,117.3554,128.1381,124.4367,128.4104
136.6111,132.2799,133.2488,133.676,133.4038,133.2921,133.5509,142.7571,138.4609,139.4127,132.6473,140.9024,150.4931,143.3614,137.8765,135.771,136.7235,133.1595,127.2928,126.1186,122.0581,107.9443,91.3175,75.8911,57.0147,36.7205,21.1983,20.1999,24.1692,32.9404,27.8443,23.0474,23.0374,19.9078,14.3515,20.5601,28.0701,27.7052,34.0007,33.4651,34.6551,28.7461,31.6731,25.3518,30.4469,29.9322,26.8346,32.8417,35.12,33.0977,28.6081,31.564,32.1975,24.8567,30.6357,34.2683,37.5494,31.6155,37.8959,47.532,60.1676,73.5102,90.0779,100.0834,105.8702,108.3358,114.9059,125.9313,131.943,131.5334,129.652,128.3497,125.5253,123.3324,117.6016,113.2682,117.9422,122.3061,135.4427,132.1509,130.529,129.8237,126.6025,127.8772,129.2388,133.2528,124.4426,120.435,117.2716,128.8565,128.7546,130.5192
139.787,133.9216,135.4233,134.1333,137.1639,134.4744,140.6963,138.6908,129.7844,134.1604,132.5444,142.8548,150.336,142.7539,136.5685,132.4952,129.0577,129.2997,124.0476,113.7609,99.2573,78.5403,71.6831,64.3714,45.8752,33.2137,24.3151,27.6034,28.6653,33.2827,31.6448,29.6358,35.33,31.3141,25.131,28.5582,30.4788,26.9091,29.9435,30.9939,31.4438,31.1601,29.8186,22.7751,29.5346,34.6309,33.4505,33.2319,33.6025,29.3998,24.317,21.6454,21.235,19.3633,20.6793,25.1926,27.2035,19.9852,24.8746,34.9812,42.1721,47.4914,52.3187,59.8671,63.4455,72.1182,80.0218,95.5832,114.6554,128.6511,129.7342,123.4375,127.6772,130.9865,129.3701,123.1646,123.055,118.8031,129.0224,131.1793,130.0793,129.0494,124.9329,126.2137,126.5014,133.6351,131.5279,129.4445,124.4847,126.7292,130.8032,129.0318
142.4328,140.0638,143.2157,140.0908,141.7359,133.3872,140.1614,135.5319,124.8148,133.8229,137.9424,140.8989,141.2368,137.8868,133.8474,128.821,123.4523,124.6572,118.4438,98.9146,76.0277,49.6694,54.1263,57.6026,40.0553,34.9139,31.7,36.3689,31.9151,31.109,33.927,33.85,44.7431,40.1305,35.6829,37.3373,35.6142,29.6908,31.0923,31.9216,30.3247,33.266,27.2735,23.5643,29.997,36.6584,37.1324,33.1441,31.9388,27.8556,24.8958,17.4062,15.296,24.0859,20.9328,24.2828,27.6542,20.9263,24.6145,32.5443,32.1118,33.844,27.8198,35.8652,36.739,45.1043,50.3832,64.9557,90.0954,115.4985,122.699,114.9245,124.2985,131.7125,134.7593,132.9556,132.1784,121.5878,127.3275,127.5876,127.415,129.8467,128.1568,130.7085,130.2845,134.8795,136.6641,134.8052,131.3307,121.7361,132.034,128.0343
138.1239,140.2905,143.1438,142.1027,140.1931,132.4321,139.7741,134.7466,135.5058,144.005,144.5818,134.1642,125.7439,129.6933,129.22,120.9968,113.8433,105.4042,95.0758,71.857,50.4504,29.5971,41.0757,50.2652,36.4389,36.9836,36.1063,39.7896,34.4269,30.3471,30.7897,30.8253,45.4763,43.0466,41.2299,41.8256,41.0272,35.1534,39.6885,38.3003,32.7408,37.3548,29.5934,24.5188,27.6873,28.8335,31.3828,28.7481,26.7761,23.434,24.9942,21.5647,22.4268,30.3558,24.337,27.5641,32.3058,28.1594,29.1254,36.3159,31.9071,30.3271,18.4318,27.4937,31.2288,36.9544,36.8252,45.7349,62.8469,84.4877,99.397,100.0565,114.1557,125.4006,132.3306,131.7986,131.7453,123.2143,125.4942,122.4335,122.7677,127.2244,126.4102,129.4305,128.479,131.1622,138.0405,136.7602,135.509,118.615,133.745,129.7176
127.5861,129.703,134.3008,141.4426,141.2668,142.5927,149.8196,133.5835,145.2274,144.6332,139.4071,123.1732,109.9927,107.5886,99.8893,83.4304,71.3701,63.309,58.1673,41.756,33.9814,28.6678,37.7102,40.2506,32.0086,31.0672,27.0765,31.6176,35.1938,35.8423,27.7471,25.4511,41.3839,39.3479,35.3952,36.3357,41.6516,34.9461,43.594,41.7933,32.7854,40.4026,41.4127,23.7557,24.6845,22.8593,24.6951,24.2077,24.5379,24.2729,29.2998,34.6265,41.8723,32.1992,29.372,35.9675,35.6581,30.5332,29.2827,36.5908,38.0949,31.8306,21.4357,26.594,30.5427,31.6005,32.4059,39.5572,46.2472,52.9515,68.3131,82.5148,99.4473,115.7424,129.7863,125.8294,122.0849,119.9219,121.2386,125.8036,129.1864,130.6677,126.9487,124.6465,120.8565,124.516,134.2265,133.9819,132.6348,121.2769,127.8995,125.4416
125.1271,127.9136,134.5654,141.084,141.5152,142.5567,144.6522,134.8612,142.2516,139.5958,133.2135,113.929,94.3084,82.712,69.2109,51.4456,40.4036,41.7194,44.1308,31.3757,28.379,26.3841,32.5635,34.756,29.2337,27.9415,24.2656,29.4098,34.8885,39.5115,31.8411,27.3873,39.9255,35.5388,29.708,31.5369,37.6634,30.4399,40.2757,37.5511,27.8329,35.3547,41.3116,24.3299,26.534,24.0255,25.5631,28.7968,30.5787,31.3746,35.654,39.0232,41.3677,33.0388,33.7787,38.6843,36.1563,31.9937,32.6737,35.0515,37.8574,35.7822,29.5473,33.136,34.2739,27.7421,29.2561,34.7397,36.4343,39.7969,55.5243,72.0811,84.2166,101.4975,116.6756,118.5592,119.7271,122.9776,125.438,126.4539,129.4336,130.5465,128.4153,126.0732,122.1493,123.1617,129.4704,126.2255,126.5012,118.7629,121.4535,119.3529
125.5412,130.1043,137.3702,141.0083,139.222,137.2938,132.9452,133.6271,137.708,134.6983,123.8291,101.6589,78.2236,63.3235,49.4599,33.6185,26.1293,31.3379,37.2274,27.6742,27.9235,26.9493,29.4816,32.2903,28.4949,27.3574,24.1624,28.6415,34.2193,41.7206,35.3903,28.7551,37.3177,31.9727,25.7999,28.6262,36.0923,29.4713,40.5849,37.0488,27.6492,33.3187,42.6535,30.9611,33.1447,27.4319,28.4549,36.0975,37.2027,37.3672,40.3449,41.2091,38.1346,33.5249,36.2015,38.3106,36.6362,34.4715,37.1433,35.5635,37.8444,42.596,40.8515,45.6734,46.0374,32.8793,33.0487,35.7478,31.2849,31.273,46.2859,63.2564,69.849,83.8385,96.5924,105.0054,112.9541,122.9893,127.8962,122.9083,124.874,127.5114,128.9788,128.4737,125.8518,122.8393,123.8692,117.988,121.9089,117.9539,119.802,118.0998
